Photo_Name,lumMean_UV_CLAW,lumSD_UV_CLAW,area_CLAW,maxPower_CLAW,maxFreq_CLAW,propPower_CLAW,sumPower_CLAW,meanPower_CLAW,powerSD_CLAW,G_Mean_CLAW,G_SD_CLAW,B_Mean_CLAW,B_SD_CLAW,UVB_Mean_CLAW,UVB_SD_CLAW,UVR_Mean_CLAW,UVR_SD_CLAW,Comb_UVB_UVR_Mean,UVB_UVR_div2
EC25BB63,9.347,0.248,342,772.437,50,0.381,2026.401,337.734,293.692,39192.393,9900.018,50067.881,13094.041,11870.278,2963.758,13279.375,2871.377,25149.653,12574.8265
EC3B88,9.696,0.213,245,66.651,50,0.372,178.988,29.831,22.311,37033.686,9494.861,46161.416,11165.458,16642.738,3457.06,18275.727,3360.39,34918.465,17459.2325
EC5B78,9.773,0.159,284,746.606,50,0.416,1796.033,299.339,279.206,37731.321,11929.8,49478.352,15427.4,17813.525,2733.383,19753.122,3212.517,37566.647,18783.3235
EC9B116,9.69,0.198,441,893.586,50,0.286,3121.022,520.17,312.306,46349.149,12320.657,58436.439,14951.368,16488.945,3091.525,18252.415,3167.079,34741.36,17370.68
EC9B88,9.976,0.246,339,51.858,50,0.359,144.261,24.043,16.472,40397.339,10944.191,51771.708,13347.296,22151.318,5141.787,23411.334,4843.397,45562.652,22781.326
ER11A206,9.439,0.244,306,504.09,50,0.514,980.533,163.422,188.451,36664.558,9356.288,51477.565,13516.768,12972.468,3134.636,13811.707,3372.698,26784.175,13392.0875
ER13A66,9.994,0.204,268,79.749,50,0.309,257.917,42.986,32.569,52063.674,11501.826,64489.195,12898.592,22385.558,4341.049,25144.761,4662.074,47530.319,23765.1595
ER15A93,9.63,0.387,200,74.023,70.711,0.288,256.739,42.79,29.797,31177.431,12078.05,41252.237,14435.457,16442.877,5968.74,18713.703,6572.169,35156.58,17578.29
ER17A63,9.679,0.341,155,54.415,70.711,0.326,166.892,27.815,20.7,35081.832,15122.368,46619.941,14645.526,16996.992,5442.964,19810.569,5325.582,36807.561,18403.7805
ER1A118,9.317,0.257,344,1011.257,50,0.408,2478.748,413.125,389.131,25378.1,8225.89,38116.276,13583.493,11539.841,2861.056,12712.714,3515.364,24252.555,12126.2775
ER1A128,9.865,0.215,284,445.646,50,0.51,873.917,145.653,165.396,36580.156,12992.697,51417.56,18405.608,19794.859,4127.306,22495.73,3714.867,42290.589,21145.2945
ER1A206,9.637,0.455,312,99.94,50,0.3,333.045,55.508,37.65,40498.515,14480.774,51577.712,14905.454,17201.761,8765.98,18764.641,8160.448,35966.402,17983.201
ER22B13,9.737,0.298,239,15.714,50,0.272,57.765,9.628,4.539,33390.519,14670.552,41615.956,15762.174,17790.668,4892.564,19196.692,4761.623,36987.36,18493.68
ER25B53,10.379,0.271,226,70.567,100,0.223,316.586,52.764,14.964,54045.115,19014.176,65115.449,20518.047,33586.212,8401.168,37460.572,8474.951,71046.784,35523.392
ER25B68,9.969,0.266,313,40.005,100,0.231,172.925,28.821,7.871,50766.405,12992.856,63897.29,16770.39,22140.96,5244.26,24506.848,5871.472,46647.808,23323.904
ER3A106,9.331,0.336,295,61.039,100,0.299,204.115,34.019,20.45,33449.208,9789.07,47214.985,15752.691,11928.178,3645.728,13432.985,4407.13,25361.163,12680.5815
ER3A133,9.47,0.244,194,75.021,50,0.316,237.175,39.529,29.886,32606.759,13160.119,43260.26,16883.82,13462.457,2931.465,14633.876,2804.867,28096.333,14048.1665
ER3A58,10.127,0.272,342,75.966,50,0.288,263.937,43.989,23.914,43701.18,12948.396,59431.301,16242.718,26028.813,6427.56,28301.488,6817.937,54330.301,27165.1505
ER3A68,9.764,0.242,341,66.113,50,0.222,298.075,49.679,14.515,40248.798,15039.694,54556.648,16515.587,17960.671,4278.405,19560.143,3969.209,37520.814,18760.407
ER5A128,9.843,0.315,389,91.374,70.711,0.261,350.14,58.357,33.674,41344.975,14150.149,56351.963,14272.115,19848.347,6075.184,20931.027,5864.519,40779.374,20389.687
ER5A93,10.024,0.378,263,52.102,50,0.377,138.37,23.062,20.265,50431.692,14227.758,63282.941,17110.891,24316.878,8950.782,27453.409,8041.864,51770.287,25885.1435
ER6A146,9.567,0.225,333,104.708,100,0.271,386.816,64.469,37.122,40236.574,12663.859,51896.908,16179.658,14648.343,3071.583,16732.79,3355.582,31381.133,15690.5665
ER6A173,8.925,0.228,168,1080.891,50,0.477,2267.3,377.883,414.672,15880.755,3719.343,23669.445,5644.485,7742.48,1693.587,9617.515,1702.569,17359.995,8679.9975
ER6A78,9.564,0.242,323,32.796,70.711,0.189,173.231,28.872,4.604,40490.056,9272.854,55728.05,13477.057,14723.26,3456.187,16490.494,3457.066,31213.754,15606.877
ER6A98,9.699,0.228,381,86.499,141.421,0.241,358.404,59.734,19.24,47899.065,11186.044,62818.58,13967.603,16843.972,3664.249,18367.502,3483.301,35211.474,17605.737
ER7A163,9.306,0.238,237,995.102,50,0.405,2456.497,409.416,384.378,29950.599,9040.727,43233.274,15472.335,11362.163,2546.508,12693.955,2688.234,24056.118,12028.059
ER7A88,9.811,0.236,345,544.231,50,0.312,1742.323,290.387,194.835,37697.31,10256.147,51984.379,14198.606,18758.814,4414.725,22032.03,4106.313,40790.844,20395.422
ER7A98,9.966,0.279,314,54.38,100,0.203,267.459,44.576,11.211,40749.025,11349.801,56858.392,15785.155,22228.146,6369.033,25628.617,5955.811,47856.763,23928.3815
ER8A203,9.553,0.288,246,344.877,50,0.465,741.171,123.528,128.785,27348.624,9461.836,36298.608,12227.367,14766.724,4042.345,16728.189,4418.303,31494.913,15747.4565
ER9A118,9.656,0.378,321,51.701,70.711,0.226,228.595,38.099,12.646,44807.872,11902.95,59135.419,13411.942,16746.489,5612.93,18536.514,6101.372,35283.003,17641.5015
ER9A176,9.335,0.265,344,893.161,50,0.357,2499.925,416.654,346.591,35758.366,9361.811,49066.312,14059.145,11763.519,2873.558,12449.767,2779.252,24213.286,12106.643
ER9A193,9.345,0.385,243,302.682,50,0.365,830.179,138.363,118.387,26815.277,10351.646,38303.915,14262.005,12415.319,4908.992,13938.913,4368.223,26354.232,13177.116
GP14A66,9.429,0.354,279,907.757,50,0.404,2245.399,374.233,327.26,30364.614,12302.32,40054.975,16216.576,13187.939,3879.092,14664.524,3866.809,27852.463,13926.2315
GP15A36,9.527,0.231,418,324.862,50,0.262,1239.138,206.523,96.394,36777.155,11255.239,47877.007,15142.534,14107.548,3095.926,15015.19,3419.797,29122.738,14561.369
GP22A66,9.356,0.228,275,152.453,50,0.283,538.076,89.679,52.37,34619.477,9711.137,45199.956,13824.47,11905.394,2580.043,12705.454,2914.808,24610.848,12305.424
GP42B46,9.493,0.279,344,729.225,50,0.287,2541.913,423.652,260.514,23256.801,7274.954,29450.421,9227.974,13772.755,3445.114,14553.688,3651.449,28326.443,14163.2215
GP79A56,9.528,0.263,303,746.717,50,0.431,1732.528,288.755,283.381,36536.505,13551.636,49291.88,17250.648,14256.904,3585.05,16563.266,4136.215,30820.17,15410.085
GP79A63,9.547,0.247,326,11.123,200,0.213,52.284,8.714,2.395,35413.647,12586.432,44873.934,16370.756,14447.17,3284.188,15608.868,3192.733,30056.038,15028.019
MC10A113,9.224,0.243,237,1182.443,50,0.32,3699.34,616.557,430.808,16880.781,4520.73,26654.943,7564.11,10462.373,2293.351,11550.31,2398.779,22012.683,11006.3415
MC11B103,9.752,0.292,265,499.509,50,0.575,868.565,144.761,192.044,23623.29,8066.291,31663.52,11646.172,17954.49,4658.708,19109.676,4715.351,37064.166,18532.083
MC12A46,9.668,0.244,230,709.78,50,0.507,1399.093,233.182,270.483,29054.324,8976.804,40443.346,13195.2,16298.464,3776.151,17306.929,4159.717,33605.393,16802.6965
MC12A53,9.633,0.267,218,808.796,50,0.473,1708.819,284.803,309.131,25274.102,8510.989,37272.867,14565.989,15801.986,3638.992,17057.445,3481.358,32859.431,16429.7155
MC15B26,9.687,0.269,359,649.912,50,0.528,1231.031,205.172,255.724,38456.273,13212.681,50724.258,16973.651,16728.238,4192.279,18580.653,4403.808,35308.891,17654.4455
MC17A183,9.799,0.238,255,904.621,50,0.293,3090.143,515.024,314.03,30954.54,8846.831,41844.928,13239.665,18582.197,4269.798,21725.523,4305.936,40307.72,20153.86
MC17B73,9.854,0.267,245,32.424,100,0.26,124.701,20.784,8.889,40595.137,13495.72,55530.231,19928.926,19757.03,4468.783,21438.853,4920.05,41195.883,20597.9415
MC18B46,9.715,0.302,308,816.706,50,0.307,2662.023,443.671,307.782,52401.322,12982.644,63996.167,14097.013,17315.136,4667.912,18500.963,4387.387,35816.099,17908.0495
MC22B83,9.025,0.285,205,315.05,50,0.364,865.243,144.207,129.448,20787.182,8641.134,28649.413,10658.996,8709.305,2443.526,9707.055,2125.629,18416.36,9208.18
MC24B96,9.307,0.214,350,813.359,50,0.497,1637.789,272.965,314.676,30014.889,8556.156,37809.002,10336.556,11288.802,2293.516,12642.273,2725.573,23931.075,11965.5375
MC25A226,9.492,0.218,309,774.657,50,0.288,2686.059,447.677,278.123,32186.894,10280.745,44891.528,15958.469,13588.102,2779.016,14809.768,3560.338,28397.87,14198.935
MC25A263,9.3,0.217,239,825.418,50,0.413,1999.253,333.209,317.339,16011.316,4587.627,21113.143,6014.412,11235.609,2327.904,13239.646,2272.489,24475.255,12237.6275
MC9A176,9.797,0.307,308,599.409,50,0.398,1506.837,251.14,223.276,40075.415,11367.103,55697.729,17712.718,18849.038,5468.119,22659.318,5101.308,41508.356,20754.178
MC9A193,9.408,0.308,263,655.015,50,0.455,1439.327,239.888,246.863,22079.605,9551.02,34554.053,16532.929,12818.496,3862.22,15529.797,5022.791,28348.293,14174.1465
DC23A2,9.669,0.184,468,97.789,50,0.244,401.025,66.837,18.229,45269.839,5533.77,59650.095,10834.252,16121.085,2818.508,17459.606,3114.254,33580.691,16790.3455
EC13A2,9.673,0.266,200,129.915,50,0.312,416.2,69.367,53.96,36493.958,10346.429,50072.323,17230.181,16461.05,3788.604,18265.147,5390.36,34726.197,17363.0985
EC14B9,9.826,0.211,244,12.331,50,0.251,49.1,8.183,2.588,37231.216,13925.443,43289.64,15620.347,19033.527,3769.665,21721.54,3893.712,40755.067,20377.5335
EC15A42,9.911,0.28,265,73.984,50,0.285,260.039,43.34,19.463,46618.632,11424.568,52983.376,11052.728,21006.625,5115.957,22344.377,5151.436,43351.002,21675.501
EC15A43,9.512,0.309,111,1388.063,50,0.336,4137.112,689.519,562.551,28044.076,6501.701,38465.568,7923.437,14254.743,3878.28,15422.828,3702.215,29677.571,14838.7855
EC7B6,9.654,0.207,317,37.861,70.711,0.235,161.118,26.853,13.25,43628.949,13564.289,49679.422,14755.888,15995.483,3326.674,18205.105,3356.534,34200.588,17100.294
ER10A18,9.382,0.403,193,68.203,70.711,0.282,242.146,40.358,29.177,41943.762,15047.248,48372.755,15029.586,12871.502,4497.748,13578.801,4179.226,26450.303,13225.1515
ER10B10,9.486,0.261,317,24.231,70.711,0.217,111.6,18.6,4.457,33803.55,12134.085,49232.824,18012.771,13673.645,3431.027,14419.65,4606.802,28093.295,14046.6475
ER11A11,9.491,0.37,351,508.433,50,0.266,1914.214,319.036,183.065,27663.573,7439.33,39834.877,9880.025,14230.892,5473.117,16144.488,5440.013,30375.38,15187.69
ER11A16,9.763,0.259,353,121.001,100,0.273,443.357,73.893,41.003,36879.555,10491.655,49683.861,12973.831,18016.189,4579.716,19927.374,4609.046,37943.563,18971.7815
ER11A23,9.203,0.25,266,390.391,50,0.405,964.572,160.762,150.083,22543.038,9712.043,31553.433,14039.302,10281.662,2477.643,11943.576,2429.441,22225.238,11112.619
ER11A8,9.079,0.362,332,893.676,50,0.3,2980.926,496.821,353.726,19529.509,6694.945,32198.979,10813.25,9366.044,3208.024,10288.047,3212.427,19654.091,9827.0455
ER12A12,9.206,0.326,430,725.281,50,0.353,2056.573,342.762,273.318,23019.445,9130.245,36047.865,14310.354,10483.91,3054.383,11268.818,3277.864,21752.728,10876.364
ER12A15,9.704,0.251,346,92.502,70.711,0.267,346.913,57.819,35.159,38845.084,11086.81,51243.095,14508.036,16926.531,3966.405,18506.531,4144.181,35433.062,17716.531
ER12A8,9.483,0.268,352,62.752,141.421,0.226,277.422,46.237,12.058,27711.921,8300.957,39538.976,11585.319,13629.708,3446.373,14787.46,3047.865,28417.168,14208.584
ER12B5,9.372,0.267,332,25.369,200,0.268,94.716,15.786,6.024,28954.186,10563.797,40353.13,14383,12217.185,3186.147,12936.944,3955.807,25154.129,12577.0645
ER13A12,9.25,0.268,343,52.307,70.711,0.258,203.087,33.848,15.473,27727.09,9850.069,39996.587,15917.868,10806.732,2868.856,12120.817,3376.737,22927.549,11463.7745
ER13B1,9.188,0.402,260,79.053,50,0.274,288.355,48.059,33.241,26191.067,9485.048,39112.941,16146.826,10657.895,4278.929,11452.858,5051.629,22110.753,11055.3765
ER13B3,9.627,0.245,273,362.986,50,0.297,1221.144,203.524,144.391,42522.098,13999.396,57090.532,17986.96,15678.013,3746.953,18128.674,3993.355,33806.687,16903.3435
ER13B4,9.334,0.301,260,79.128,100,0.245,322.464,53.744,27.02,31097.608,10881.26,43581.982,13463.432,11882.417,3723.589,13312.639,3941.102,25195.056,12597.528
ER13B8,8.931,0.3,178,1131.42,50,0.381,2972.438,495.406,438.138,13089.666,3161.136,20966.703,6151.248,7948.466,2177.146,8724.637,2264.479,16673.103,8336.5515
ER13B9,9.414,0.308,188,479.467,50,0.409,1173.139,195.523,183.703,23266.947,9461.783,34241.312,13165.478,12921.141,3885.891,14641.644,3920.475,27562.785,13781.3925
ER14A12,9.147,0.21,293,791.14,50,0.268,2951.48,491.913,281.411,37056.911,10515.287,47985.102,11551.381,9628.966,1888.806,10360.946,1862.705,19989.912,9994.956
ER14A14,9.357,0.241,380,182.886,50,0.398,459.263,76.544,58.429,47311.079,15128.374,58819.314,16227.322,11939.653,2655.578,13850.71,2368.891,25790.363,12895.1815
ER16A11,9.591,0.31,386,163.932,100,0.248,659.896,109.983,42.288,39121.876,13140.073,51867.46,13642.658,15359.143,4490.831,16655.075,4670.691,32014.218,16007.109
ER16A20,9.198,0.275,288,913.455,50,0.498,1834.763,305.794,348.205,19052.484,7232.564,29137.044,12823.584,10300.989,2770.83,11428.801,2980.226,21729.79,10864.895
ER16B5,9.53,0.26,334,42.261,100,0.271,155.88,25.98,12.675,43847.69,10285.861,52529.005,11426.768,14271.435,3586.738,14465.578,3006.001,28737.013,14368.5065
ER17A10,9.487,0.268,316,116.402,50,0.239,487.233,81.205,29.842,31295.179,9456.739,44513.689,12653.962,13694.282,3684.584,15620.747,4049.585,29315.029,14657.5145
ER17A8,9.45,0.218,366,309.475,50,0.418,740.495,123.416,102.518,28456.719,8171.327,41871.523,10966.624,13024.55,2601.307,14941.627,2925.619,27966.177,13983.0885
ER17B3,9.626,0.284,364,667.512,50,0.257,2599.962,433.327,199.032,33098.796,9765.019,46479.698,14431.271,15779.452,4004.841,17200.714,4132.977,32980.166,16490.083
ER18A16,9.524,0.331,374,286.709,100,0.215,1336.136,222.689,71.174,35166.396,14097.688,47011.679,17206.919,14472.318,4518.536,16123.642,4873.483,30595.96,15297.98
ER1B6,9.706,0.211,339,14.743,282.843,0.198,74.438,12.406,1.996,35380.385,9400.696,52574.455,16688.029,16807.047,3213.297,18154.765,3787.789,34961.812,17480.906
ER20A10,9.625,0.327,329,699.926,50,0.483,1449.96,241.66,250.202,29930.889,8315.841,44588.414,11118.114,15906.489,4516.169,17070.548,4626.618,32977.037,16488.5185
ER20B4,9.227,0.222,297,1238.663,50,0.42,2946.372,491.062,482.964,21283.461,7723.01,31379.784,10567.014,10465.702,2319.45,11745.63,2101.855,22211.332,11105.666
ER21B3,10.073,0.226,332,25.847,141.421,0.202,128.265,21.377,3.73,55279.415,14352.102,67368.681,16648.401,24354.816,5227.938,25029.126,5133.252,49383.942,24691.971
ER22B4,9.824,0.342,329,26.51,141.421,0.199,132.889,22.148,3.931,48933.954,11790.531,62986.87,16915.13,19574.494,6198.62,20878.98,7968.88,40453.474,20226.737
ER25A10,9.394,0.272,332,101.553,70.711,0.243,418.23,69.705,34.636,35175.154,10032.023,48062.149,14898.241,12482.011,3016.76,13258.394,3732.977,25740.405,12870.2025
ER25B11,9.353,0.273,280,16.258,141.421,0.201,80.939,13.49,2.652,43116.613,9836.439,55287.454,14235.386,12002.557,3132.996,13748.302,4038.629,25750.859,12875.4295
ER2A6,9.388,0.233,273,33.892,200,0.253,133.74,22.29,7.908,39286.383,10031.835,51612.054,12828.532,12351.493,2723.699,13961.747,3353.675,26313.24,13156.62
ER5B3,9.821,0.357,393,48.634,100,0.248,196.255,32.709,13.123,49419.931,14556.093,63208.91,20454.683,19570.25,5528.231,20957.793,5451.511,40528.043,20264.0215
ER6A9,9.672,0.235,384,86.458,141.421,0.241,359.231,59.872,19.016,46624.292,11209.644,61565.68,14537.822,16436.944,3711.729,18047.838,3484.602,34484.782,17242.391
ER6B3,9.397,0.335,338,36.34,100,0.224,161.984,26.997,8.32,28312.487,8864.801,38821.184,13227.555,12746.959,3939.254,13605.074,4789.164,26352.033,13176.0165
ER8A4,9.548,0.204,405,61.328,200,0.271,225.989,37.665,18.702,42135.915,11132.874,54223.595,13090.045,14356.227,2873.998,14618.826,2685.954,28975.053,14487.5265
ER9B1,9.092,0.339,169,131.52,50,0.39,337.654,56.276,50.685,29428.68,7907.773,40765.595,10893.011,9447.189,2907.574,10638.96,2746.587,20086.149,10043.0745
ER9B2,9.546,0.355,268,1173.995,50,0.493,2379.945,396.658,448.245,35870.628,12170.065,53114.64,18567.375,14961.483,5323.132,16663.169,6991.121,31624.652,15812.326
ER9B3,9.305,0.251,343,1175.189,50,0.338,3475.434,579.239,455.936,28557.374,10857.976,42773.486,15184.528,11387.9,2750.078,12377.158,3349.575,23765.058,11882.529
ER9B4,9.619,0.28,293,565.763,50,0.302,1876.045,312.674,225.585,35933.619,11781.317,52106.098,16196.319,15695.46,4146.339,17767.26,4032.375,33462.72,16731.36
ER9B6,9.654,0.318,243,19.756,100,0.24,82.375,13.729,4.758,40184.387,12274.036,53074.324,12779.065,16514.961,5132.552,17617.83,4400.659,34132.791,17066.3955
GP17B9,9.629,0.225,282,31.671,200,0.213,148.626,24.771,5.588,41215.346,11488.043,49502.184,14154.708,15619.673,3373.756,16860.725,3107.383,32480.398,16240.199
GP42A7,9.619,0.23,353,20.839,200,0.229,91.161,15.193,4.615,24287.134,7714.271,34468.702,11876.475,15475.172,3354.815,16825.984,3074.824,32301.156,16150.578
GP42B2,9.339,0.243,355,1063.387,50,0.249,4276.392,712.732,335.193,22321.424,7492.253,29649.59,9243.758,11727.531,2626.184,12186.674,2757.466,23914.205,11957.1025
GP46B14,9.566,0.242,395,114.859,141.421,0.225,511.435,85.239,29.229,27423.517,7284.674,39225.223,10854.593,14716.31,3351.358,16600.05,2694.675,31316.36,15658.18
